FixtureId,WTEvent,StartTime,EndTime,Broadcaster,Server,Decoder,DataSource,Sport,Competition,Country,Home,Away,Status
65dbb680-8cd4-44e5-8d62-a03eaab502be, 10086075, 23/09/2026 15:40:00, 23/09/2026 18:10:00,Sport 5 - [55],Israel9,Not Set,Stats Perform,Basketball, Israel - Premier League Cup - Male, Israel, Hapoel Holon, Maccabi Ramat Gan,
f0f41976-6ce4-4f12-90a6-214055036a26, 10086748, 23/09/2026 16:00:00, 23/09/2026 18:30:00,464 - UDN,Us10,Not Set,Stats Perform,Soccer, United States - USL Championship - Male, United States, Birmingham Legion, Brooklyn,
f023b87d-dbe4-48be-a251-2719b810b820, 10076890, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro226,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Havl. Brod, Usti,
ed26e2e1-ed41-4914-b8bd-05b2b07613f3, 10076879, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro215,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Prostejov 1913, Uhersky Brod,
e8698841-b94f-4df4-be02-7600b1939500, 10076883, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro219,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Znojmo, Valasske Mezirici,
e32f2829-d3f8-4d4c-b75b-57b54ec57cfc, 10076886, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro222,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Kobra Praha, Cheb,
b7b53691-797d-4f00-bfaf-ec2ff9b612c0, 10078132, 23/09/2026 16:00:00, 23/09/2026 18:30:00,Infront,Euro211,IGM_INF_DSC_DEFAULT,InFront Streaming,Basketball, World - Slovenian Basketball League - Mixed, World, Perspektiva Ilirija, Gorica,
b44016f3-c32e-4f19-84ee-d791c1930220, 10076884, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro220,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Decin, Pribram,
b3501cb4-9840-462e-9503-1ab252eea860, 10084100, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Stadium Feed,Euro138,XVI_CH10,Stats Perform,Ice Hockey, Slovakia - 1. Liga - Male, Slovakia, Topolcany, Spartak Dubnica,
93f0e4c4-8f06-47a2-a2da-af786105b584, 10084095, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Stadium Feed,Euro137,XVI_CH09,Stats Perform,Ice Hockey, Slovakia - 1. Liga - Male, Slovakia, Nove Zamky, Martin,
9082d259-4ade-49eb-a140-b91b0f9282ab, 10076880, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro216,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Koprivnice, SHKM Hodonin,
7eb4f6cb-d549-400e-9ad3-d2e804e955e6, 10076888, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro224,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Mostecti Ivi, Kadan,
7dcdda94-74b6-40a5-beb0-843e9f2cc778, 10076878, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro214,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Kromeriz, Opava,
70a50956-945c-4fcf-acd7-438165fffb0e, 10076877, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro213,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Novy Jicin, Jestrabi Prostejov,
401f680d-3c2a-4230-99a5-80dec246b821, 10085052, 23/09/2026 16:00:00, 23/09/2026 18:30:00,Sporting TV [36],Euro83,MEO 1,Stats Perform,Soccer, Europe - UEFA Women's Europa Cup - Female, Europe, Brøndby, Sporting CP,switch
37830e69-c8a1-47ea-8d71-00edd28130a8, 10087642, 23/09/2026 16:00:00, 23/09/2026 18:30:00,Sport TV 1 [21],Euro84,MEO 2,Stats Perform,Soccer, World - Friendlies - Male, World, Gibraltar, Sao Tome e Principe,
28ec1c0c-3f66-4dca-9dfb-f03f51dd543a, 10079356, 23/09/2026 16:00:00, 23/09/2026 18:30:00,Stadium Feed,Euro115,FIB_CH01,Stats Perform,Basketball, Europe - Euroleague (W) - Female, Europe, Vilniaus Kibirkstis, AZS Poznan,
02797505-928e-4e8c-9ba1-481d5df6d6e7, 10079355, 23/09/2026 16:00:00, 23/09/2026 18:30:00,Stadium Feed,Euro116,FIB_CH02,Stats Perform,Basketball, Europe - Euroleague (W) - Female, Europe, Zabiny Brno, Crvena Zvezda,
014196d5-8ec3-4248-b5a8-31ac9d2d7258, 10076889, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro225,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Pisek, Benatky,
0122da73-a97c-4b9e-834a-992f4a638d2a, 10076882, 23/09/2026 16:00:00, 23/09/2026 19:00:00,Infront,Euro218,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Velke Mezirici, Poruba,
f6ea87ba-92d6-49ca-bd42-130570701dad, 10081022, 23/09/2026 16:20:00, 23/09/2026 19:20:00,Stadium Feed,Euro139,XVI_CH11,Stats Perform,Ice Hockey, Europe - Baltic Championship - Male, Europe, Mogo, Tallinn Panter,
d61ab704-710f-4cd3-b093-3ec4f9a38c93, 10076881, 23/09/2026 16:30:00, 23/09/2026 19:30:00,Infront,Euro217,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Technika Brno, Sumperk,
c9810d98-35be-475f-8f7b-487584c502dc, 10076887, 23/09/2026 16:30:00, 23/09/2026 19:30:00,Infront,Euro223,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Kralupy, Zdar nad Sazavou,
9493eae1-f17d-496e-815f-4234a6ace2d3, 10077424, 23/09/2026 16:30:00, 23/09/2026 19:30:00,Infront,Euro229,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Kontinental Hockey League - Mixed, World, Neftekhimik, Lada,
8857d354-6de1-4f9b-8844-d8d8f07bee3b, 10082977, 23/09/2026 16:30:00, 23/09/2026 18:45:00,TV2 Sport Denmark [107],Euro71,SCAND-11,Stats Perform,Handball, Denmark - Cup - Male, Denmark, Nordsjælland, Skjern,
477b29b7-fec4-4d15-9914-f85d4d8966e3, 10076469, 23/09/2026 16:30:00, 23/09/2026 19:00:00,Stadium Feed,Euro102,ADC_CH18,Stats Perform,Soccer, World - FIFA U20 Women's World Cup - Female, World, Korea DPR U20, Colombia U20,
4455a18c-576f-4cab-bc79-420253f26149, 10084088, 23/09/2026 16:30:00, 23/09/2026 19:30:00,Stadium Feed,Euro140,XVI_CH12,Stats Perform,Ice Hockey, Slovakia - 1. Liga - Male, Slovakia, TEBS Bratislava, Povazska Bystrica,
43f6e662-4c34-4b8a-a614-f31a7f67497b, 10085056, 23/09/2026 16:30:00, 23/09/2026 18:45:00,Match Game russia,Russia2,Not Set,Stats Perform,Handball, Russia - Super League - Male, Russia, Zenit St. Petersburg, Medvedi Chekhov,
421f755f-ec52-4778-8e24-af9d521792b0, 10076885, 23/09/2026 16:30:00, 23/09/2026 19:30:00,Infront,Euro221,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Czech 2. Liga - Mixed, World, Milevsko, HC Vrchlabi,
33cf4842-d98b-46a6-b27a-5f2a21bc42e1, 10077333, 23/09/2026 16:30:00, 23/09/2026 19:30:00,Infront,Euro228,IGM_INF_DSC_DEFAULT,InFront Streaming,Ice Hockey, World - Kontinental Hockey League - Mixed, World, Neftekhimik, Lada,
f44571c6-ce94-4850-92b0-6f66528ce91e, 10085026, 23/09/2026 16:45:00, 23/09/2026 19:15:00,221 - CBSSN,Us5,Not Set,Stats Perform,Soccer, Europe - UEFA Women's Champions League - Female, Europe, Servette Chenois, OL Lyonnes,
6dc423d9-c838-42a9-99a9-76dfad1ef4f2, 10085025, 23/09/2026 16:45:00, 23/09/2026 19:15:00,beIN Sports Xtra 1 - ME,Israel7,Not Set,Stats Perform,Soccer, Europe - UEFA Women's Champions League - Female, Europe, OH Leuven, Roma,switch
